"","State","Date","Total_cc","Male_cc","Female_cc","Male_per_cc","Female_per_cc","Male_cr_cc","Female_cr_cc","Total_D","Male_d","Female_d","Male_per_d","Female_per_d","Male_cr_d","Female_cr_d","Source","2018 Pop","2019 Pop","Medicaid Expand","2018 Uninsured","2019 Uninsured","Difference","Median Income","Percent Pov","case_ratio","death_ratio"
"1397","Maryland",2020-10-12,131357,62085,69272,47.26,52.74,2133.27,2239.56,"3854",1970,1884,51.12,48.88,67.69,60.91,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.896249566924587,1.04564755838641
"1398","Massachussets",2020-10-12,136168,0,0,0,0,0,0,"9388",4403,5198,46.9,55.37,132.86,147.83,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847056560215467
"1399","Michigan",2020-10-12,134656,64295,70021,47.75,52,1312.38,1384.26,"6891",3592,3298,52.13,47.86,73.32,65.2,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.918224532640208,1.08914493632505
"1400","Minnesota",2020-10-12,112268,53704,57933,47.84,51.6,1951.63,2087.22,"2141",1050,1056,49.04,49.32,38.16,38.05,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.927001881483783,0.994318181818182
"1401","Mississippi",2020-10-12,104638,44785,59330,42.8,56.7,3087.82,3856.63,"3096",1462,1479,47.22,47.77,100.8,96.14,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.754845777852688,0.988505747126437
"1402","Missouri",2020-10-12,144230,0,0,0,0,0,0,"2422",0,0,0,0,0,0,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",NA,NA
"1403","Montana",2020-10-12,18702,9124,9578,48.79,51.21,1740.49,1850.78,"210",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.952599707663395,NA
"1404","Nebraska",2020-10-12,52382,23991,25196,45.8,48.1,2525.6,2638.71,"519",286,231,55.11,44.51,30.11,24.19,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",0.952174948404509,1.23809523809524
"1405","Nevada",2020-10-12,85779,40032,42643,46.67,49.71,2728.53,2929.41,"1661",1011,644,60.87,38.77,68.91,44.24,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.938770724386183,1.56987577639752
"1406","New Hampshire",2020-10-12,9143,4085,5049,44.68,55.22,614.3,743.99,"456",219,237,48.03,51.97,32.93,34.92,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.80907110318875,0.924050632911392
"1407","New Jersey",2020-10-12,213628,103892,108618,48.63,50.84,2396.07,2389.35,"14386",7687,6699,53.43,46.57,177.29,147.36,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",0.956489716253291,1.14748469920884
"1408","New Mexico",2020-10-12,32983,16314,16347,49.46,49.56,1574.94,1547.16,"911",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",0.997981280968985,NA
"1409","New York",2020-10-12,474286,238092,232400,50.2,49,2501.08,2301.24,"25574",14666,10899,57.35,42.62,154.06,107.92,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.02449225473322,1.34562803926966
"1410","North Carolina",2020-10-12,231471,109243,120665,47.2,52.13,2209.27,2315.64,"3770",1933,1819,51.27,48.25,39.09,34.91,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.905341233994945,1.06267179769104
"1411","North Dakota",2020-10-12,27265,12807,14458,46.97,53.03,3316.3,3950.08,"339",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.885807165583068,NA
"1412","Ohio",2020-10-12,170179,79991,88892,47,52.23,1402.37,1497.02,"5005",2557,2444,51.09,48.83,44.83,41.16,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",0.899867254646087,1.0462356792144
"1413","Oklahoma",2020-10-12,99387,47480,51784,47.77,52.1,2445.44,2619.9,"1098",613,485,55.83,44.17,31.57,24.54,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.916885524486328,1.2639175257732
"1414","Oregon",2020-10-12,36526,18850,17534,51.61,48,931.77,851.61,"597",335,262,56.11,43.89,16.56,12.73,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",1.07505418044941,1.27862595419847
"1415","Pennsylvania",2020-10-12,166081,77625,93463,46.74,56.28,1239.38,1431.73,"8350",4039,4269,48.37,51.13,64.49,65.4,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.83054256764709,0.946123213867416
"1416","Puerto Rico",2020-10-12,23264,10799,12465,46.42,53.58,669.55,702.62,"644",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.866345768150822,NA
"1417","Rhode Island",2020-10-12,26294,11832,14462,45,55,2305,2661.93,"1130",531,599,47,53,103.46,110.24,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.818144101783986,0.886477462437396
"1418","South Carolina",2020-10-12,157406,69851,82287,44.38,52.28,2903.53,3226.69,"3552",1781,1727,50.14,48.62,74.03,67.72,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.848870416955291,1.03126809496236
"1419","South Dakota",2020-10-12,28564,13551,15013,47.44,52.56,3109.73,3503.39,"286",157,129,54.9,45.1,36.03,30.1,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",0.90261773129954,1.21705426356589
"1420","Tennessee",2020-10-12,214717,102716,110166,47.84,51.31,3166.65,3233.13,"2767",1544,1223,55.8,44.2,47.6,35.89,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",0.932374779877639,1.26246933769419
"1421","Texas",2020-10-12,792478,506393,273405,63.9,34.5,3656.33,1947.96,"16432",9547,6885,58.1,41.9,68.93,49.05,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.8521716866919,1.38663761801017
"1422","US Virgin Island",2020-10-12,1325,716,577,54.04,43.55,NA,NA,"20",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,1.24090121317158,NA
"1423","Utah",2020-10-12,77618,43124,42638,55.56,54.93,2813.47,2818.89,"517",264,253,51.1,48.9,17.24,16.71,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.01139828322154,1.04347826086957
"1424","Vermont",2020-10-12,1868,930,925,49.79,49.52,301.97,291.79,"58",33,25,56.9,43.1,10.72,7.89,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",1.00540540540541,1.32
"1425","Virginia",2020-10-12,158716,76394,81367,48.13,51.27,1845.9,1903.23,"3358",1718,1630,51.16,48.54,41.51,38.13,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.938881856280802,1.05398773006135
"1426","Virginia",2020-10-12,158716,76394,81367,48.13,51.27,1845.9,1903.23,"3358",1718,1630,51.16,48.54,41.51,38.13,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.938881856280802,1.05398773006135
"1427","Washington",2020-10-12,93035,43726,45587,47,49,1199.41,1249.42,"2190",1161,986,53,45,31.84,27.01,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.959176958343387,1.17748478701826
"1428","West Virginia",2020-10-12,18128,8053,9208,44.42,50.79,890.63,995.61,"382",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.874565595134665,NA
"1429","Wisconsin",2020-10-12,150236,73691,76309,49.05,50.79,2565.51,2625.9,"1465",814,650,55.56,44.37,28.34,22.37,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.965692120195521,1.25230769230769
"1430","Wyoming",2020-10-12,6476,3115,3160,48.1,48.8,1048.88,1109.43,"54",33,21,61.1,38.9,11.11,7.37,"https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",0.985759493670886,1.57142857142857
"1431","Alabama",2020-10-19,172626,75386,95082,43.67,55.08,3200.01,3789.83,"2778",1433,1345,51.6,48.4,60.85,53.59,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.792852485223281,1.06542750929368
"1432","Alaska",2020-10-19,10980,5511,5468,50.19,49.8,1429.28,1549.29,"67",42,25,62.69,37.31,10.89,7.08,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",1.00786393562546,1.68
"1433","Alaska",2020-10-19,10980,5511,5468,50.19,49.8,1429.28,1549.29,"67",42,25,62.69,37.31,10.89,7.08,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",1.00786393562546,1.68
"1434","Arizona",2020-10-19,231149,110793,119936,47.93,51.89,3208.19,3433.37,"5827",3330,2496,57.15,42.84,96.43,71.45,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.923767676093917,1.33413461538462
"1435","Arkansas",2020-10-19,99066,49038,49632,49.5,50.1,3339.5,3260.42,"1704",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",0.988031914893617,NA
"1436","California",2020-10-19,867317,422383,437995,48.7,50.5,2171.22,2223.89,"16943",9658,7252,57,42.8,49.64,36.82,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",0.964355757485816,1.33177054605626
"1437","Colorado",2020-10-19,85302,39537,41448,46.35,48.59,1421.79,1507.04,"2176",1184,985,54.41,45.27,42.58,35.82,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.953894035900405,1.20203045685279
"1438","Connecticut",2020-10-19,62830,28684,33844,45.65,53.87,1641.78,1844.99,"4542",2166,2375,47.69,52.29,123.97,129.47,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.847535752275145,0.912
"1439","Delaware",2020-10-19,23093,10592,12463,45.87,53.97,2304.76,2543.86,"665",317,348,47.67,52.33,68.98,71.03,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.849875631870336,0.910919540229885
"1440","District of Columbia",2020-10-19,16370,7991,8330,48.81,50.89,2459.67,2316.35,"641",365,276,56.94,43.06,112.35,76.75,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.959303721488595,1.32246376811594
"1441","Florida",2020-10-19,755020,363018,388270,48.08,51.43,3604.26,3688.6,"15967",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.934962783629948,NA
"1442","Georgia",2020-10-19,340558,153932,179134,45.2,52.6,3071.13,3389.31,"7638",3976,3662,52.06,47.94,79.33,69.29,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.859312023401476,1.08574549426543
"1443","Hawaii",2020-10-19,14031,6956,6521,49.58,46.48,974.54,920.71,"187",106,62,56.68,33.16,14.85,8.75,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",1.06670756019015,1.70967741935484
"1444","Idaho",2020-10-19,53092,25509,26976,48.05,50.81,3016.8,3202.87,"528",300,228,56.82,43.18,35.48,27.07,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.945618327402135,1.31578947368421
"1445","Illinois",2020-10-19,344048,162092,176404,47.11,51.27,2574.56,2703.27,"9214",4953,4261,53.76,46.24,78.67,65.3,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.91886805287862,1.16240319173903
"1446","Indiana",2020-10-19,147582,68183,77185,46.2,52.3,2084.42,2292.85,"3704",1859,1785,50.2,48.2,56.84,53.03,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.883371121331865,1.04145658263305
"1447","Iowa",2020-10-19,107334,51520,54740,48,51,3314.31,3468.93,"1532",797,720,52,47,51.25,45.63,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",0.941176470588235,1.10694444444444
"1448","Kansas",2020-10-19,70855,34672,35109,48.93,49.55,2392.14,2405.78,"859",493,360,57.39,41.91,34.01,24.67,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",0.987553049075736,1.36944444444444
"1449","Kentucky",2020-10-19,87607,40212,46922,45.9,53.56,1838.91,2082.21,"1318",614,704,46.59,53.41,28.08,31.24,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.856996717957461,0.872159090909091
"1450","Louisiana",2020-10-19,175781,77344,96680,44,55,3392.31,4055.95,"5550",2886,2664,52,48,126.58,111.76,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.8,1.08333333333333
"1451","Maine",2020-10-19,5939,2894,3045,48.73,51.27,443.66,447.46,"146",70,76,47.95,52.05,10.73,11.17,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.950410509031199,0.921052631578947
"1452","Maryland",2020-10-19,135567,64180,71477,47.34,52.72,2205.25,2310.84,"3891",1985,1906,51.02,48.98,68.21,61.62,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.897911216195419,1.0414480587618
"1453","Massachussets",2020-10-19,140647,0,0,0,0,0,0,"9517",4457,5277,46.83,55.45,134.49,150.08,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844608679173773
"1454","Michigan",2020-10-19,143106,68450,74282,47.83,51.91,1397.19,1468.5,"6987",3642,3344,52.13,47.86,74.34,66.11,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.921488382111413,1.08911483253589
"1455","Minnesota",2020-10-19,122812,58795,63371,47.87,51.6,2136.64,2283.14,"2234",1101,1090,49.28,48.79,40.01,39.27,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.927790314181566,1.01009174311927
"1456","Mississippi",2020-10-19,110006,47193,62263,42.9,56.6,3253.81,4047.33,"3171",1504,1515,47.43,47.78,103.7,98.48,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.75796219263447,0.992739273927393
"1457","Missouri",2020-10-19,156696,0,0,0,0,0,0,"2582",0,0,0,0,0,0,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",NA,NA
"1458","Montana",2020-10-19,22821,11051,11769,48.42,51.57,2108.08,2274.15,"241",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.938992267822245,NA
"1459","Nebraska",2020-10-19,58068,26595,28279,45.8,48.7,2799.75,2961.63,"548",306,239,55.84,43.61,32.21,25.03,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",0.940450510979879,1.28033472803347
"1460","Nevada",2020-10-19,90261,42304,44829,46.87,49.67,2883.38,3079.58,"1710",1038,661,60.7,38.65,70.75,45.41,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.943674853331549,1.57034795763994
"1461","New Hampshire",2020-10-19,9625,4330,5281,44.99,54.87,651.14,778.18,"466",223,243,47.85,52.15,33.53,35.81,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.819920469608029,0.917695473251029
"1462","New Jersey",2020-10-19,220031,107087,111724,48.67,50.78,2469.76,2457.68,"14402",8628,7563,59.91,52.51,198.99,166.37,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",0.958495936414736,1.14081713605712
"1463","New Mexico",2020-10-19,36788,18332,18128,49.83,49.28,1769.75,1715.72,"934",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",1.011253309797,NA
"1464","New York",2020-10-19,484281,243109,237298,50.2,49,2553.79,2349.74,"25644",14700,10935,57.32,42.64,154.42,108.28,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.02448819627641,1.3443072702332
"1465","North Carolina",2020-10-19,246028,116165,128210,47.22,52.11,2349.26,2460.44,"3934",2012,1904,51.14,48.4,40.69,36.54,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.90605257000234,1.05672268907563
"1466","North Dakota",2020-10-19,31978,15051,16927,47.07,52.93,3897.38,4624.64,"404",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.889171146688722,NA
"1467","Ohio",2020-10-19,181787,85392,94997,46.97,52.26,1497.06,1599.84,"5067",2591,2472,51.13,48.79,45.42,41.63,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",0.898891543943493,1.04813915857605
"1468","Oklahoma",2020-10-19,107299,51426,55897,47.93,52.09,2648.67,2827.99,"1171",653,518,55.76,44.24,33.63,26.21,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.920013596436303,1.26061776061776
"1469","Oregon",2020-10-19,38935,18710,20083,48.05,51.58,924.85,975.41,"617",345,272,55.92,44.08,17.05,13.21,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.931633720061744,1.26838235294118
"1470","Pennsylvania",2020-10-19,175048,82316,98719,47.02,56.4,1314.28,1512.24,"8492",4103,4354,48.32,51.27,65.51,66.7,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.833841509739766,0.942351860358291
"1471","Puerto Rico",2020-10-19,27947,12906,15041,46.18,53.82,800.19,847.82,"742",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.858054650621634,NA
"1472","Rhode Island",2020-10-19,27691,12461,15230,45,55,2427.46,2803.36,"1152",541,611,47,53,105.48,112.38,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.818187787261983,0.885433715220949
